"l1","l2","theta1","theta2","phi","Noise_0","Noise_1","Noise_2","Noise_3","Noise_4","Noise_5","Noise_6","Noise_7","Noise_8","Noise_9","Noise_10","Noise_11","Noise_12","Noise_13","Noise_14","Noise_15","Noise_16","Noise_17","Noise_18","Noise_19","Noise_20","Noise_21","Noise_22","Noise_23","Noise_24","target"
0.8586999773979187,0.560699999332428,2.9923999309539795,2.426300048828125,-0.39320001006126404,0.1981000006198883,0.44679999351501465,0.41909998655319214,0.5601999759674072,0.5564000010490417,0.427700012922287,0.8274000287055969,0.5928000211715698,0.18880000710487366,0.7376000285148621,0.31610000133514404,0.057100001722574234,0.11569999903440475,0.12460000067949295,0.18870000541210175,0.9805999994277954,0.9232000112533569,0.15850000083446503,0.02239999920129776,0.4465000033378601,0.9901000261306763,0.47040000557899475,0.5073999762535095,0.17319999635219574,0.2662999927997589,1.3027000427246094
0.42570000886917114,0.8475000262260437,5.837800025939941,1.9355000257492065,0.7671999931335449,0.6764000058174133,0.9078999757766724,0.459199994802475,0.5820000171661377,0.5081999897956848,0.883899986743927,0.7671999931335449,0.6901999711990356,0.11259999871253967,0.9491999745368958,0.3280999958515167,0.2842999994754791,0.6464999914169312,0.06710000336170197,0.040699999779462814,0.5845000147819519,0.27459999918937683,0.7914999723434448,0.847000002861023,0.043699998408555984,0.8637999892234802,0.09139999747276306,0.24040000140666962,0.23399999737739563,0.5181999802589417,0.004999999888241291
0.6373000144958496,0.9997000098228455,0.5303999781608582,3.754300117492676,0.4366999864578247,0.11620000004768372,0.6122999787330627,0.9409000277519226,0.19779999554157257,0.4586000144481659,0.7800999879837036,0.2199999988079071,0.7656999826431274,0.991599977016449,0.6751999855041504,0.16940000653266907,0.9259999990463257,0.05620000138878822,0.7878999710083008,0.8233000040054321,0.9993000030517578,0.8518999814987183,0.21979999542236328,0.5920000076293945,0.1307000070810318,0.10170000046491623,0.40220001339912415,0.8762000203132629,0.6694999933242798,0.017100000753998756,1.493499994277954
0.47110000252723694,0.7436000108718872,5.057400226593018,2.2432000637054443,0.9754999876022339,0.26969999074935913,0.07349999994039536,0.9514999985694885,0.8758999705314636,0.31299999356269836,0.7566999793052673,0.2468000054359436,0.09860000014305115,0.37299999594688416,0.8125,0.12129999697208405,0.7434999942779541,0.41589999198913574,0.6751000285148621,0.767799973487854,0.2549000084400177,0.6811000108718872,0.8784000277519226,0.42289999127388,0.9003000259399414,0.8149999976158142,0.6021000146865845,0.7750999927520752,0.8605999946594238,0.3292999863624573,0.004999999888241291
0.9307000041007996,0.9560999870300293,3.5288000106811523,3.378000020980835,-0.5055999755859375,0.840399980545044,0.24869999289512634,0.6904000043869019,0.11919999867677689,0.6980999708175659,0.05620000138878822,0.4553999900817871,0.3718000054359436,0.7889000177383423,0.17890000343322754,0.9347000122070312,0.2143000066280365,0.23119999468326569,0.13169999420642853,0.6200000047683716,0.8877000212669373,0.2890999913215637,0.531000018119812,0.03180000185966492,0.19249999523162842,0.10670000314712524,0.4571000039577484,0.32339999079704285,0.7369999885559082,0.20739999413490295,1.7582000494003296
0.07850000262260437,0.4961000084877014,0.5351999998092651,0.7512999773025513,-1.358199954032898,0.6661999821662903,0.23160000145435333,0.14749999344348907,0.9736999869346619,0.6437000036239624,0.6139000058174133,0.002099999925121665,0.729200005531311,0.3188999891281128,0.7282999753952026,0.43700000643730164,0.15150000154972076,0.4629000127315521,0.7692000269889832,0.7914999723434448,0.9480000138282776,0.8669000267982483,0.38269999623298645,0.34880000352859497,0.2865000069141388,0.4291999936103821,0.8460000157356262,0.9020000100135803,0.45399999618530273,0.3109999895095825,0.004999999888241291
0.8090999722480774,0.888700008392334,4.832900047302246,2.3940000534057617,1.3523999452590942,0.27649998664855957,0.45500001311302185,0.3483000099658966,0.5845999717712402,0.21729999780654907,0.7713000178337097,0.12269999831914902,0.3610000014305115,0.31610000133514404,0.6378999948501587,0.9936000108718872,0.48919999599456787,0.17419999837875366,0.3741999864578247,0.11460000276565552,0.07750000059604645,0.6898999810218811,0.5558000206947327,0.40049999952316284,0.44130000472068787,0.02800000086426735,0.7822999954223633,0.6916999816894531,0.3165999948978424,0.994700014591217,0.004999999888241291
0.020800000056624413,0.11980000138282776,5.472400188446045,3.3561999797821045,-1.5648000240325928,0.09070000052452087,0.3098999857902527,0.26980000734329224,0.8270999789237976,0.5884000062942505,0.16869999468326569,0.8939999938011169,0.5641000270843506,0.8478999733924866,0.12620000541210175,0.6829000115394592,0.9513999819755554,0.1858000010251999,0.19750000536441803,0.835099995136261,0.024399999529123306,0.7013000249862671,0.5475000143051147,0.29760000109672546,0.6448000073432922,0.5422000288963318,0.27639999985694885,0.9514999985694885,0.7523000240325928,0.6869000196456909,0.004999999888241291
0.357699990272522,0.1809999942779541,6.144199848175049,5.0447001457214355,-0.5088000297546387,0.9271000027656555,0.30869999527931213,0.748199999332428,0.4602999985218048,0.15219999849796295,0.8177000284194946,0.3935000002384186,0.899399995803833,0.9319999814033508,0.21570000052452087,0.504800021648407,0.6449999809265137,0.8715000152587891,0.27309998869895935,0.38179999589920044,0.6590999960899353,0.1517000049352646,0.5652999877929688,0.602400004863739,0.7085999846458435,0.39570000767707825,0.6262000203132629,0.5041000247001648,0.06719999760389328,0.0430000014603138,0.004999999888241291
0.8679999709129333,0.40709999203681946,5.292799949645996,2.012700080871582,0.5587999820709229,0.8862000107765198,0.015399999916553497,0.2872999906539917,0.2712000012397766,0.24390000104904175,0.6220999956130981,0.0421999990940094,0.08649999648332596,0.64410001039505,0.3495999872684479,0.5156000256538391,0.6370999813079834,0.6380000114440918,0.8741999864578247,0.5152999758720398,0.9006999731063843,0.4772999882698059,0.4936999976634979,0.4867999851703644,0.46239998936653137,0.8902000188827515,0.07829999923706055,0.5800999999046326,0.8913999795913696,0.5264999866485596,0.004999999888241291
0.8881999850273132,0.8988000154495239,0.5454999804496765,3.382999897003174,-0.9441999793052673,0.3140000104904175,0.8245000243186951,0.43220001459121704,0.45820000767707825,0.732699990272522,0.9884999990463257,0.7404999732971191,0.9261999726295471,0.8377000093460083,0.6001999974250793,0.43790000677108765,0.4221999943256378,0.20469999313354492,0.6409000158309937,0.41749998927116394,0.39890000224113464,0.6980999708175659,0.7005000114440918,0.6819000244140625,0.7479000091552734,0.7827000021934509,0.7754999995231628,0.9189000129699707,0.4246000051498413,0.2660999894142151,1.4163999557495117
0.5672000050544739,0.6328999996185303,4.656400203704834,0.8353000283241272,0.4438999891281128,0.7128000259399414,0.7210000157356262,0.632099986076355,0.09769999980926514,0.8411999940872192,0.4546999931335449,0.7944999933242798,0.09350000321865082,0.12399999797344208,0.6248000264167786,0.9229000210762024,0.3522999882698059,0.9429000020027161,0.54339998960495,0.5572999715805054,0.35010001063346863,0.01360000018030405,0.3952000141143799,0.6765000224113464,0.5916000008583069,0.4578999876976013,0.019600000232458115,0.8118000030517578,0.34139999747276306,0.10159999877214432,0.004999999888241291
0.4634999930858612,0.5612000226974487,5.910999774932861,4.079899787902832,-0.9580000042915344,0.22689999639987946,0.41929998993873596,0.37139999866485596,0.2793000042438507,0.36570000648498535,0.7372000217437744,0.6819999814033508,0.02759999968111515,0.933899998664856,0.10980000346899033,0.763700008392334,0.5421000123023987,0.07329999655485153,0.9782000184059143,0.8131999969482422,0.1080000028014183,0.0478999987244606,0.9840999841690063,0.9345999956130981,0.5584999918937683,0.6528000235557556,0.4498000144958496,0.7465999722480774,0.3375000059604645,0.16930000483989716,0.004999999888241291
0.19040000438690186,0.23090000450611115,2.6868999004364014,5.201099872589111,0.3255000114440918,0.3046000003814697,0.37049999833106995,0.6075000166893005,0.8317999839782715,0.47189998626708984,0.7993000149726868,0.7559999823570251,0.05270000174641609,0.2743000090122223,0.38909998536109924,0.15240000188350677,0.2775000035762787,0.5569999814033508,0.2913999855518341,0.2915000021457672,0.38929998874664307,0.817300021648407,0.45820000767707825,0.15860000252723694,0.7603999972343445,0.4341999888420105,0.2962000072002411,0.23340000212192535,0.7699000239372253,0.19089999794960022,0.004999999888241291
0.8712000250816345,0.4260999858379364,1.3985999822616577,2.0534000396728516,0.7698000073432922,0.647599995136261,0.20430000126361847,0.033799998462200165,0.2248000055551529,0.16030000150203705,0.0035000001080334187,0.5669999718666077,0.565500020980835,0.23919999599456787,0.7892000079154968,0.9264000058174133,0.6823999881744385,0.6338000297546387,0.06040000170469284,0.29330000281333923,0.4625000059604645,0.9347000122070312,0.4171999990940094,0.03700000047683716,0.6557000279426575,0.29109999537467957,0.7376000285148621,0.07150000333786011,0.993399977684021,0.05920000001788139,0.004999999888241291
0.6707000136375427,0.8410000205039978,3.8013999462127686,1.3467999696731567,0.6671000123023987,0.5909000039100647,0.39250001311302185,0.508899986743927,0.6205999851226807,0.08049999922513962,0.7301999926567078,0.6524999737739563,0.062300000339746475,0.572700023651123,0.5633999705314636,0.8828999996185303,0.1678999960422516,0.3804999887943268,0.8149999976158142,0.8841999769210815,0.808899998664856,0.7559000253677368,0.678600013256073,0.7310000061988831,0.9656000137329102,0.5483999848365784,0.44279998540878296,0.525600016117096,0.6194000244140625,0.6704999804496765,0.004999999888241291
0.7071999907493591,0.34940001368522644,5.768099784851074,2.659899950027466,1.0221999883651733,0.25940001010894775,0.2556999921798706,0.8346999883651733,0.03180000185966492,0.225600004196167,0.6498000025749207,0.09560000151395798,0.43959999084472656,0.3504999876022339,0.8652999997138977,0.7742999792098999,0.5365999937057495,0.181099995970726,0.774399995803833,0.3028999865055084,0.5728999972343445,0.2969000041484833,0.8992999792098999,0.8303999900817871,0.7202000021934509,0.7473999857902527,0.31520000100135803,0.4417000114917755,0.4575999975204468,0.23970000445842743,0.004999999888241291
0.8468000292778015,0.7441999912261963,0.015599999576807022,1.4686000347137451,-0.12229999899864197,0.08699999749660492,0.8127999901771545,0.41029998660087585,0.8026999831199646,0.29350000619888306,0.6291999816894531,0.20350000262260437,0.24160000681877136,0.6410999894142151,0.13210000097751617,0.4410000145435333,0.4526999890804291,0.9315999746322632,0.616599977016449,0.39730000495910645,0.781000018119812,0.5986999869346619,0.6635000109672546,0.39419999718666077,0.9775000214576721,0.426800012588501,0.1071000024676323,0.11990000307559967,0.5889000296592712,0.42559999227523804,0.004999999888241291
0.6779999732971191,0.47510001063346863,0.5949000120162964,1.8395999670028687,0.5630000233650208,0.928600013256073,0.9014000296592712,0.32409998774528503,0.5083000063896179,0.5691999793052673,0.6460999846458435,0.6407999992370605,0.5023999810218811,0.8127999901771545,0.06310000270605087,0.5239999890327454,0.09120000153779984,0.44359999895095825,0.48559999465942383,0.6075000166893005,0.429500013589859,0.31540000438690186,0.7026000022888184,0.6958000063896179,0.039400000125169754,0.788100004196167,0.6843000054359436,0.3458999991416931,0.023000000044703484,0.04490000009536743,0.004999999888241291
