"Sex_F","Sex_I","Sex_M","Length","Diameter","Height","Whole_weight","Shucked_weight","Viscera_weight","Shell_weight","target"
0.0,0.0,1.0,0.45500001311302185,0.36500000953674316,0.0949999988079071,0.5139999985694885,0.22450000047683716,0.10100000351667404,0.15000000596046448,"15"
0.0,0.0,1.0,0.3499999940395355,0.26499998569488525,0.09000000357627869,0.22550000250339508,0.09950000047683716,0.048500001430511475,0.07000000029802322,"7"
1.0,0.0,0.0,0.5299999713897705,0.41999998688697815,0.13500000536441803,0.6769999861717224,0.2565000057220459,0.14149999618530273,0.20999999344348907,"9"
0.0,0.0,1.0,0.4399999976158142,0.36500000953674316,0.125,0.515999972820282,0.21549999713897705,0.11400000005960464,0.1550000011920929,"10"
0.0,1.0,0.0,0.33000001311302185,0.2549999952316284,0.07999999821186066,0.20499999821186066,0.08950000256299973,0.039500001817941666,0.054999999701976776,"7"
0.0,1.0,0.0,0.42500001192092896,0.30000001192092896,0.0949999988079071,0.351500004529953,0.14100000262260437,0.07750000059604645,0.11999999731779099,"8"
1.0,0.0,0.0,0.5299999713897705,0.41499999165534973,0.15000000596046448,0.7774999737739563,0.2370000034570694,0.14149999618530273,0.33000001311302185,"20"
1.0,0.0,0.0,0.5450000166893005,0.42500001192092896,0.125,0.7680000066757202,0.2939999997615814,0.14949999749660492,0.25999999046325684,"16"
0.0,0.0,1.0,0.4749999940395355,0.3700000047683716,0.125,0.5095000267028809,0.21649999916553497,0.11249999701976776,0.16500000655651093,"9"
1.0,0.0,0.0,0.550000011920929,0.4399999976158142,0.15000000596046448,0.8945000171661377,0.31450000405311584,0.1509999930858612,0.3199999928474426,"19"
1.0,0.0,0.0,0.5249999761581421,0.3799999952316284,0.14000000059604645,0.6065000295639038,0.1940000057220459,0.14749999344348907,0.20999999344348907,"14"
0.0,0.0,1.0,0.4300000071525574,0.3499999940395355,0.10999999940395355,0.4059999883174896,0.16750000417232513,0.08100000023841858,0.13500000536441803,"10"
0.0,0.0,1.0,0.49000000953674316,0.3799999952316284,0.13500000536441803,0.5414999723434448,0.2175000011920929,0.0949999988079071,0.1899999976158142,"11"
1.0,0.0,0.0,0.5350000262260437,0.4050000011920929,0.14499999582767487,0.684499979019165,0.27250000834465027,0.17100000381469727,0.20499999821186066,"10"
1.0,0.0,0.0,0.4699999988079071,0.35499998927116394,0.10000000149011612,0.4754999876022339,0.16750000417232513,0.08049999922513962,0.1850000023841858,"10"
0.0,0.0,1.0,0.5,0.4000000059604645,0.12999999523162842,0.6644999980926514,0.257999986410141,0.13300000131130219,0.23999999463558197,"12"
0.0,1.0,0.0,0.35499998927116394,0.2800000011920929,0.08500000089406967,0.2904999852180481,0.0949999988079071,0.039500001817941666,0.11500000208616257,"7"
1.0,0.0,0.0,0.4399999976158142,0.3400000035762787,0.10000000149011612,0.45100000500679016,0.18799999356269836,0.08699999749660492,0.12999999523162842,"10"
0.0,0.0,1.0,0.36500000953674316,0.29499998688697815,0.07999999821186066,0.2554999887943268,0.09700000286102295,0.0430000014603138,0.10000000149011612,"7"
0.0,0.0,1.0,0.44999998807907104,0.3199999928474426,0.10000000149011612,0.38100001215934753,0.1704999953508377,0.07500000298023224,0.11500000208616257,"9"
0.0,0.0,1.0,0.35499998927116394,0.2800000011920929,0.0949999988079071,0.24549999833106995,0.09549999982118607,0.06199999898672104,0.07500000298023224,"11"
0.0,1.0,0.0,0.3799999952316284,0.2750000059604645,0.10000000149011612,0.22550000250339508,0.07999999821186066,0.04899999871850014,0.08500000089406967,"10"
1.0,0.0,0.0,0.5649999976158142,0.4399999976158142,0.1550000011920929,0.9394999742507935,0.42750000953674316,0.21400000154972076,0.27000001072883606,"12"
1.0,0.0,0.0,0.550000011920929,0.41499999165534973,0.13500000536441803,0.7634999752044678,0.3179999887943268,0.20999999344348907,0.20000000298023224,"9"
1.0,0.0,0.0,0.6150000095367432,0.47999998927116394,0.16500000655651093,1.1614999771118164,0.5130000114440918,0.3009999990463257,0.3050000071525574,"10"
1.0,0.0,0.0,0.5600000023841858,0.4399999976158142,0.14000000059604645,0.9284999966621399,0.3824999928474426,0.18799999356269836,0.30000001192092896,"11"
1.0,0.0,0.0,0.5799999833106995,0.44999998807907104,0.1850000023841858,0.9955000281333923,0.3944999873638153,0.2720000147819519,0.2849999964237213,"11"
0.0,0.0,1.0,0.5899999737739563,0.4449999928474426,0.14000000059604645,0.9309999942779541,0.35600000619888306,0.23399999737739563,0.2800000011920929,"12"
0.0,0.0,1.0,0.6050000190734863,0.4749999940395355,0.18000000715255737,0.9365000128746033,0.39399999380111694,0.21899999678134918,0.29499998688697815,"15"
0.0,0.0,1.0,0.574999988079071,0.42500001192092896,0.14000000059604645,0.8634999990463257,0.3930000066757202,0.22699999809265137,0.20000000298023224,"11"
0.0,0.0,1.0,0.5799999833106995,0.4699999988079071,0.16500000655651093,0.9975000023841858,0.3935000002384186,0.24199999868869781,0.33000001311302185,"10"
1.0,0.0,0.0,0.6800000071525574,0.5600000023841858,0.16500000655651093,1.6390000581741333,0.6054999828338623,0.28049999475479126,0.46000000834465027,"15"
0.0,0.0,1.0,0.6650000214576721,0.5249999761581421,0.16500000655651093,1.3380000591278076,0.5515000224113464,0.35749998688697815,0.3499999940395355,"18"
1.0,0.0,0.0,0.6800000071525574,0.550000011920929,0.17499999701976776,1.7979999780654907,0.8149999976158142,0.39250001311302185,0.45500001311302185,"19"
1.0,0.0,0.0,0.7049999833106995,0.550000011920929,0.20000000298023224,1.7094999551773071,0.6330000162124634,0.4115000069141388,0.49000000953674316,"13"
0.0,0.0,1.0,0.4650000035762787,0.35499998927116394,0.10499999672174454,0.4794999957084656,0.22699999809265137,0.12399999797344208,0.125,"8"
1.0,0.0,0.0,0.5400000214576721,0.4749999940395355,0.1550000011920929,1.2170000076293945,0.5304999947547913,0.3075000047683716,0.3400000035762787,"16"
1.0,0.0,0.0,0.44999998807907104,0.35499998927116394,0.10499999672174454,0.5224999785423279,0.2370000034570694,0.11649999767541885,0.14499999582767487,"8"
1.0,0.0,0.0,0.574999988079071,0.4449999928474426,0.13500000536441803,0.8830000162124634,0.38100001215934753,0.20350000262260437,0.25999999046325684,"11"
0.0,0.0,1.0,0.35499998927116394,0.28999999165534973,0.09000000357627869,0.32749998569488525,0.1340000033378601,0.0860000029206276,0.09000000357627869,"9"
1.0,0.0,0.0,0.44999998807907104,0.33500000834465027,0.10499999672174454,0.42500001192092896,0.18649999797344208,0.09099999815225601,0.11500000208616257,"9"
1.0,0.0,0.0,0.550000011920929,0.42500001192092896,0.13500000536441803,0.8514999747276306,0.3619999885559082,0.19599999487400055,0.27000001072883606,"14"
0.0,1.0,0.0,0.23999999463558197,0.17499999701976776,0.04500000178813934,0.07000000029802322,0.03150000050663948,0.023499999195337296,0.019999999552965164,"5"
0.0,1.0,0.0,0.20499999821186066,0.15000000596046448,0.054999999701976776,0.041999999433755875,0.025499999523162842,0.014999999664723873,0.012000000104308128,"5"
0.0,1.0,0.0,0.20999999344348907,0.15000000596046448,0.05000000074505806,0.041999999433755875,0.017500000074505806,0.012500000186264515,0.014999999664723873,"4"
0.0,1.0,0.0,0.38999998569488525,0.29499998688697815,0.0949999988079071,0.2029999941587448,0.08749999850988388,0.04500000178813934,0.07500000298023224,"7"
0.0,0.0,1.0,0.4699999988079071,0.3700000047683716,0.11999999731779099,0.5795000195503235,0.2930000126361847,0.22699999809265137,0.14000000059604645,"9"
1.0,0.0,0.0,0.46000000834465027,0.375,0.11999999731779099,0.46050000190734863,0.17749999463558197,0.10999999940395355,0.15000000596046448,"7"
0.0,1.0,0.0,0.32499998807907104,0.24500000476837158,0.07000000029802322,0.16099999845027924,0.0754999965429306,0.025499999523162842,0.04500000178813934,"6"
1.0,0.0,0.0,0.5249999761581421,0.42500001192092896,0.1599999964237213,0.8355000019073486,0.3544999957084656,0.2134999930858612,0.24500000476837158,"9"
0.0,1.0,0.0,0.5199999809265137,0.4099999964237213,0.11999999731779099,0.5950000286102295,0.23849999904632568,0.11100000143051147,0.1899999976158142,"8"
0.0,0.0,1.0,0.4000000059604645,0.3199999928474426,0.0949999988079071,0.30300000309944153,0.13349999487400055,0.05999999865889549,0.10000000149011612,"7"
0.0,0.0,1.0,0.48500001430511475,0.36000001430511475,0.12999999523162842,0.5414999723434448,0.25949999690055847,0.09600000083446503,0.1599999964237213,"10"
1.0,0.0,0.0,0.4699999988079071,0.36000001430511475,0.11999999731779099,0.47749999165534973,0.21050000190734863,0.1054999977350235,0.15000000596046448,"10"
0.0,0.0,1.0,0.4050000011920929,0.3100000023841858,0.10000000149011612,0.38499999046325684,0.17299999296665192,0.09149999916553497,0.10999999940395355,"7"
1.0,0.0,0.0,0.5,0.4000000059604645,0.14000000059604645,0.6614999771118164,0.2565000057220459,0.17550000548362732,0.2199999988079071,"8"
0.0,0.0,1.0,0.4449999928474426,0.3499999940395355,0.11999999731779099,0.4424999952316284,0.19200000166893005,0.09549999982118607,0.13500000536441803,"8"
0.0,0.0,1.0,0.4699999988079071,0.38499999046325684,0.13500000536441803,0.5895000100135803,0.27649998664855957,0.11999999731779099,0.17000000178813934,"8"
0.0,1.0,0.0,0.24500000476837158,0.1899999976158142,0.05999999865889549,0.0860000029206276,0.041999999433755875,0.014000000432133675,0.02500000037252903,"4"
1.0,0.0,0.0,0.5049999952316284,0.4000000059604645,0.125,0.5830000042915344,0.2460000067949295,0.12999999523162842,0.17499999701976776,"7"
0.0,0.0,1.0,0.44999998807907104,0.3449999988079071,0.10499999672174454,0.4115000069141388,0.18000000715255737,0.11249999701976776,0.13500000536441803,"7"
0.0,0.0,1.0,0.5049999952316284,0.4050000011920929,0.10999999940395355,0.625,0.3050000071525574,0.1599999964237213,0.17499999701976776,"9"
1.0,0.0,0.0,0.5299999713897705,0.4099999964237213,0.12999999523162842,0.6965000033378601,0.3019999861717224,0.19349999725818634,0.20000000298023224,"10"
0.0,0.0,1.0,0.42500001192092896,0.32499998807907104,0.0949999988079071,0.3785000145435333,0.1704999953508377,0.07999999821186066,0.10000000149011612,"7"
0.0,0.0,1.0,0.5199999809265137,0.4000000059604645,0.11999999731779099,0.5799999833106995,0.23399999737739563,0.1315000057220459,0.1850000023841858,"8"
0.0,0.0,1.0,0.4749999940395355,0.35499998927116394,0.11999999731779099,0.47999998927116394,0.23399999737739563,0.1014999970793724,0.13500000536441803,"8"
1.0,0.0,0.0,0.5649999976158142,0.4399999976158142,0.1599999964237213,0.9150000214576721,0.3540000021457672,0.19349999725818634,0.3199999928474426,"12"
