"X_0","X_1","X_2","X_3","X_4","X_5","X_6","X_7","X_8","X_9","X_10","X_11","X_12","X_13","X_14","X_15","X_16","X_17","X_18","X_19","X_20","X_21","X_22","X_23","X_24","X_25","X_26","X_27","X_28","X_29","X_30","X_31","target"
-0.29,2.65,-0.7,3.03,0.6,0.38,-0.91,-1.52,-0.75,0.35,1.31,-0.06,-1.77,-1.55,2.09,0.36,0.01,-1.55,-0.08,0.03,-1.91,-0.73,-0.23,-0.21,0.06,1.62,-0.78,0.78,-5.06,-0.09,1.53,-2.32,29
1.46,-2.55,-0.77,-0.67,2.38,-0.34,0.33,1.07,-0.32,-0.6,-1.13,-3.81,-0.18,-0.51,-0.14,-0.92,-0.23,0.02,-0.43,0.17,-0.71,0.76,1.46,-0.5,-3.84,0.37,-0.55,-0.07,5.01,0.02,0.32,-3.51,25
-0.51,-1.3,0.4,-6.93,-0.12,0.32,-1.67,-1.16,2.26,-1.78,1.12,0.74,0.06,1.1,-3.04,-1.26,-2.69,-0.05,1.18,0.33,-2.2,-0.59,0.42,0.99,-0.8,0.48,0.55,2.4,-9.7,0.57,1.19,-1.7,16
0.61,-0.71,-0.67,-1.63,0.28,-1.06,0.13,-0.9,0.02,2.47,-0.36,-2.52,-1.22,0.07,-0.63,2.31,-1.09,0.95,-0.85,-0.4,-0.59,-2.09,-0.23,0.82,1.94,-1.14,1.32,0.85,-4.41,-0.76,1.05,-3.81,17
-0.24,-1.01,-0.26,3.9,-0.81,0.49,-0.28,2.88,0.21,-2.08,0.93,1.7,-1.16,-1.66,0.26,-3.52,0.95,-0.33,0.03,1.05,0.84,-1.47,1.19,-1.0,-1.57,0.08,0.81,0.23,1.67,-0.81,-0.15,-0.06,10
-0.12,-0.36,-0.53,7.48,3.9,1.08,-0.07,3.53,-1.81,2.7,1.55,1.19,0.92,-0.28,2.58,-3.76,-1.6,0.42,1.23,1.39,1.02,2.27,1.17,-1.03,1.6,0.5,1.59,-2.78,-3.41,-0.12,1.19,-2.72,1
-0.3,-2.59,-6.72,-5.48,0.38,0.14,-1.45,-2.46,-1.37,-4.27,3.11,-0.43,2.44,0.32,0.91,-2.7,0.47,1.13,-0.41,-1.42,2.29,5.69,0.47,0.54,4.0,0.55,2.36,3.67,0.36,-0.13,0.13,0.11,17
-0.63,5.05,-5.49,8.22,0.37,-0.54,-0.59,0.39,0.31,-3.03,-3.35,2.93,-1.85,0.75,2.01,0.1,-0.66,-0.54,-0.92,0.83,0.26,-1.34,0.7,-0.17,3.78,0.01,-1.0,-5.44,-3.24,-0.25,0.51,-0.26,2
1.21,-2.71,2.95,-0.3,-1.31,0.96,0.92,-5.25,-2.03,2.92,-0.89,-1.98,0.35,0.75,0.79,2.02,1.15,-0.54,-0.38,0.63,-2.72,0.83,1.18,-0.01,-0.71,-1.79,-2.2,0.63,2.33,0.18,1.03,-0.23,9
1.44,0.24,-2.23,3.75,-1.24,-0.56,-0.23,-1.83,-0.95,1.75,-1.28,-1.1,-0.07,-0.55,1.61,-3.9,-2.33,-0.26,1.33,-0.95,-4.2,-0.25,-0.42,1.32,-1.67,0.35,1.17,4.0,-1.62,1.39,0.11,-1.2,23
