"X_0","X_1","X_2","X_3","target"
4.0,3.0,5.0,6.0,1.4447531737808739
9.0,9.0,10.0,3.0,1.5135704482293502
7.0,2.0,7.0,4.0,1.3717965462284318
3.0,2.0,4.0,0.0,1.4072871234225997
3.0,4.0,1.0,1.0,1.3100301956134472
1.0,6.0,1.0,7.0,1.504213851429065
8.0,8.0,8.0,2.0,1.503972931886122
6.0,6.0,0.0,7.0,0.8547363758190301
0.0,2.0,9.0,5.0,1.5556848114095572
4.0,1.0,7.0,9.0,1.3847374224118918
7.0,8.0,0.0,5.0,0.8829153563072504
1.0,3.0,5.0,4.0,1.5312034521796682
6.0,3.0,7.0,4.0,1.4209560596985364
8.0,8.0,2.0,6.0,1.3852008189968776
7.0,8.0,5.0,4.0,1.48037379774022
7.0,1.0,1.0,6.0,0.7312246833724181
7.0,0.0,9.0,3.0,1.2188738403126433
0.0,4.0,1.0,0.0,1.4696275776170256
1.0,6.0,4.0,6.0,1.5339323436887011
4.0,10.0,0.0,7.0,1.262652080284961
6.0,9.0,2.0,3.0,1.4254164002070908
0.0,6.0,7.0,5.0,1.5614636146314085
9.0,3.0,8.0,5.0,1.3787764146289154
6.0,1.0,8.0,4.0,1.370345414006006
9.0,6.0,0.0,2.0,0.4493699848656028
2.0,1.0,9.0,5.0,1.4592036711182632
5.0,6.0,7.0,4.0,1.4952463638040288
2.0,6.0,2.0,9.0,1.5025557251143566
3.0,7.0,0.0,9.0,1.0721801982915535
5.0,8.0,3.0,0.0,1.4610363933115669
4.0,7.0,5.0,1.0,1.510583477776264
6.0,0.0,8.0,5.0,1.2346266850162193
6.0,5.0,6.0,8.0,1.4606867793150833
6.0,5.0,6.0,9.0,1.4605043132749003
9.0,6.0,6.0,3.0,1.446022137426276
7.0,5.0,8.0,8.0,1.469310602504928
6.0,6.0,3.0,1.0,1.3887991698497193
0.0,5.0,7.0,1.0,1.5678661708801855
1.0,5.0,3.0,7.0,1.5264594391488422
7.0,9.0,6.0,2.0,1.4952065610086858
3.0,0.0,7.0,8.0,1.3431568407768588
2.0,1.0,6.0,4.0,1.4533523370115857
9.0,4.0,4.0,4.0,1.31072117269912
3.0,6.0,3.0,9.0,1.462715368386315
0.0,1.0,2.0,1.0,1.417023701970357
1.0,8.0,9.0,7.0,1.562382523263676
7.0,2.0,0.0,0.0,0.20263634977045142
0.0,9.0,4.0,8.0,1.5686266069005486
1.0,5.0,4.0,8.0,1.5302140646631952
1.0,1.0,0.0,9.0,1.2701444249612364
2.0,7.0,2.0,10.0,1.5022862010359646
9.0,3.0,5.0,3.0,1.309875413757622
3.0,5.0,9.0,2.0,1.5268947752249775
8.0,2.0,2.0,0.0,1.022428753029179
3.0,4.0,4.0,8.0,1.4734857807317456
4.0,7.0,3.0,8.0,1.452551028798021
9.0,9.0,2.0,8.0,1.3926474365593884
8.0,6.0,4.0,6.0,1.3931982128144766
1.0,9.0,2.0,3.0,1.531304222952474
4.0,8.0,5.0,6.0,1.529484912191091
3.0,9.0,5.0,5.0,1.5401693920105883
6.0,4.0,9.0,3.0,1.4836062325822759
1.0,2.0,6.0,1.0,1.5184256369101385
0.0,2.0,1.0,7.0,1.4469810201672
3.0,3.0,2.0,6.0,1.3525831984428325
7.0,4.0,8.0,9.0,1.4468196341621462
5.0,0.0,5.0,4.0,1.1593919604697176
8.0,1.0,8.0,9.0,1.2601366201686186
1.0,8.0,3.0,1.0,1.5394186036031137
4.0,2.0,5.0,1.0,1.4012332977795112
6.0,5.0,9.0,5.0,1.499922839123083
8.0,7.0,1.0,7.0,1.2483020504253468
7.0,2.0,1.0,2.0,1.0077531432040832
6.0,0.0,5.0,2.0,1.0749544687258028
1.0,8.0,4.0,3.0,1.549644090506398
8.0,1.0,7.0,0.0,1.2117860517045345
5.0,7.0,4.0,6.0,1.4744822590534328
3.0,1.0,1.0,1.0,1.1939577188418453
5.0,6.0,5.0,1.0,1.4993627086315164
5.0,1.0,5.0,2.0,1.1923966965563075
2.0,9.0,7.0,8.0,1.5521823900618779
8.0,4.0,1.0,8.0,1.0243833893430185
1.0,3.0,7.0,9.0,1.5226806971653968
4.0,8.0,9.0,2.0,1.5391097633764554
4.0,4.0,1.0,2.0,1.2808145725433473
10.0,0.0,3.0,5.0,0.4539864575895377
9.0,4.0,8.0,6.0,1.4050505487443319
1.0,2.0,0.0,1.0,1.3245057038131651
3.0,5.0,6.0,7.0,1.5146305309294885
4.0,0.0,3.0,2.0,0.9066629042357757
4.0,2.0,4.0,1.0,1.385638151212171
9.0,5.0,0.0,0.0,0.021343891913079636
5.0,4.0,2.0,5.0,1.3322552198346307
2.0,2.0,1.0,6.0,1.260701476410566
0.0,4.0,9.0,0.0,1.558781052547579
2.0,6.0,6.0,4.0,1.5426563526465893
5.0,8.0,7.0,4.0,1.5195627640857723
7.0,9.0,3.0,0.0,1.4546614622627314
5.0,3.0,1.0,7.0,1.0099714224172835
0.0,0.0,9.0,9.0,1.5659799917538262
