"word_freq_make","word_freq_address","word_freq_all","word_freq_3d","word_freq_our","word_freq_over","word_freq_remove","word_freq_internet","word_freq_order","word_freq_mail","word_freq_receive","word_freq_will","word_freq_people","word_freq_report","word_freq_addresses","word_freq_free","word_freq_business","word_freq_email","word_freq_you","word_freq_credit","word_freq_your","word_freq_font","word_freq_000","word_freq_money","word_freq_hp","word_freq_hpl","word_freq_george","word_freq_650","word_freq_lab","word_freq_labs","word_freq_telnet","word_freq_857","word_freq_data","word_freq_415","word_freq_85","word_freq_technology","word_freq_1999","word_freq_parts","word_freq_pm","word_freq_direct","word_freq_cs","word_freq_meeting","word_freq_original","word_freq_project","word_freq_re","word_freq_edu","word_freq_table","word_freq_conference","char_freq_%3B","char_freq_%28","char_freq_%5B","char_freq_%21","char_freq_%24","char_freq_%23","capital_run_length_average","capital_run_length_longest","capital_run_length_total","target"
0.0,0.64,0.64,0.0,0.32,0.0,0.0,0.0,0.0,"gyAGuoBrYW",0.0,0.64,0.0,0.0,0.0,0.32,0.0,1.29,1.93,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.778,0.0,0.0,3.756,61.0,"DKNsXReKrb","1"
0.21,0.28,0.5,0.0,0.14,"h6XUO3zHPD",0.21,0.07,0.0,0.94,0.21,0.79,"80WCvjQSTV",0.21,0.14,0.14,0.07,0.28,3.47,0.0,1.59,0.0,"N3xf2tVMAl",0.43,0.0,0.0,0.0,0.0,0.0,"hZ7Z08CE1X",0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,"HfVOIbr6El",0.0,0.0,0.0,0.0,0.0,0.0,"zHFZpyyxXE",0.0,0.372,0.18,0.048,5.114,101.0,1028.0,"1"
0.06,0.0,0.71,"ZmAh32V9cL",1.23,"aYQ1s5rQ4u",0.19,0.12,0.64,0.25,0.38,0.45,0.12,0.0,1.75,0.06,0.06,1.03,1.36,"8O9JOOgAFs",0.51,0.0,1.16,0.06,"mMVEct67CR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.12,0.0,0.06,0.06,0.0,0.0,0.01,0.143,0.0,0.276,0.184,0.01,9.821,485.0,2259.0,"1"
0.0,0.0,0.0,0.0,0.63,0.0,0.31,0.63,0.31,0.63,"YAoju3u4Wy",0.31,0.31,0.0,0.0,0.31,0.0,0.0,3.18,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.137,0.0,0.137,0.0,0.0,3.537,40.0,191.0,"1"
0.0,0.0,0.0,0.0,0.63,0.0,0.31,0.63,0.31,0.63,0.31,0.31,0.31,0.0,0.0,0.31,0.0,0.0,3.18,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"gzbEiEVRSO",0.0,0.0,"UOU6JqdOQz",0.0,0.135,0.0,0.135,0.0,0.0,3.537,40.0,191.0,"1"
0.0,0.0,0.0,"3OoXXU8pmM",1.85,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"tYWeIGvoCy",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"dc4B9mRiT6",0.0,0.223,0.0,0.0,0.0,0.0,3.0,15.0,54.0,"1"
0.0,0.0,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.64,0.96,"2jzz8r63gV",0.0,0.0,0.0,0.96,0.0,0.32,3.85,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054,0.0,0.164,0.054,0.0,1.671,4.0,112.0,"1"
"ew41e37JFC",0.0,0.0,0.0,1.88,0.0,0.0,"HrSzQyxucc",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"SxnChqmIRX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.206,0.0,0.0,0.0,0.0,2.45,11.0,49.0,"1"
0.15,0.0,0.46,0.0,"K6RASnT4VX","DxDLHXrRL6",0.3,0.0,0.92,0.76,0.76,0.92,0.0,0.0,0.0,0.0,0.0,0.15,"uv3wgi6sHW",3.53,"eD3gVdx9Vq",0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,"KoZmo10d1P",0.0,0.0,0.271,0.0,0.181,0.203,0.022,9.744,445.0,1257.0,"1"
0.06,0.12,0.77,0.0,0.19,"cx5FFhuAmv",0.38,0.0,0.06,0.0,0.0,0.64,0.25,0.0,0.12,0.0,0.0,0.12,1.67,0.06,0.71,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"r5VvGthWNs",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,"6Dwss3iZ1m",0.04,0.03,0.0,0.244,0.081,0.0,1.729,43.0,749.0,"1"
0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,1.92,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.96,3.84,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"gwlzOAQ51C",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,"ogccnmjtpG",0.0,"SDy0OhbHCX",0.0,0.0,0.0,0.0,0.0,"0Zd0pCu2bB","MBcrOB3tT3","ejzCcv7vUA",1.312,6.0,21.0,"1"
0.0,0.0,0.25,0.0,0.38,"bpvNMzzC4t",0.25,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,1.16,0.0,"1msQrONjEB",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,"MRs7of8ax1",0.0,0.663,0.0,0.0,1.243,11.0,184.0,"1"
0.0,0.69,0.34,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.34,0.0,1.39,2.09,0.0,1.04,0.0,0.0,0.0,"UNJ05mO4Ik",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.0,0.786,0.0,0.0,3.728,"yq3Yvo5I6U",261.0,"1"
