"X_0","X_1","X_2","X_3","X_4","X_5","X_6","X_7","X_8","X_9","X_10","X_11","X_12","X_13","X_14","X_15","X_16","X_17","X_18","X_19","X_20","X_21","X_22","X_23","X_24","X_25","X_26","X_27","X_28","X_29","X_30","X_31","target"
-0.44,-1.19,0.04,0.18,-1.8,-0.68,-2.24,-0.27,0.42,5.34,-0.15,-0.23,2.3,-1.05,1.94,-1.64,-8.46,-0.79,1.14,4.36,0.57,1.05,1.44,1.61,-0.57,3.26,0.6,-0.58,0.91,3.01,-0.42,-1.46,27
-0.65,-0.32,1.65,1.44,-0.89,-3.6,4.31,0.31,-0.71,-1.19,1.0,-0.73,-4.37,-0.32,0.42,-1.24,-0.01,0.98,-0.91,-3.91,-4.27,-0.89,-1.51,3.16,-2.0,-1.05,0.02,0.42,-0.02,-0.91,1.33,1.06,24
1.92,1.58,-0.96,2.26,-3.13,-1.01,-2.68,3.51,-1.09,3.35,-0.32,-0.8,1.59,0.48,-2.27,-4.2,-2.01,-0.58,1.52,2.13,2.06,-0.55,0.22,-1.53,1.26,-1.27,1.3,1.43,0.54,-8.37,0.5,-0.16,16
-2.06,-1.66,-1.01,-2.65,-0.12,1.99,-5.36,-0.69,0.9,-0.45,1.75,0.86,-0.09,-0.53,1.45,2.46,5.12,1.34,-0.1,0.87,2.02,1.18,-3.14,-2.32,-1.34,-3.79,-0.06,-0.21,-0.89,-1.67,-0.68,-0.68,46
1.16,0.77,-0.67,0.74,-3.78,4.56,-2.53,-4.65,0.61,2.87,-0.48,0.57,1.61,1.37,-3.33,1.5,-2.12,-0.95,0.99,1.16,0.21,-1.04,0.26,-0.68,-1.3,-0.89,-0.16,-1.2,-0.55,-4.99,0.3,-2.09,4
0.27,0.01,0.98,-0.88,0.96,-0.78,-6.13,0.93,-0.28,1.44,2.01,-1.14,-0.87,0.9,0.33,2.87,2.05,1.75,-0.07,6.13,2.36,0.54,0.96,-3.03,1.06,-1.58,-1.82,0.05,-1.22,-0.31,0.39,1.54,3
-0.75,-1.3,1.55,3.23,2.68,-0.51,7.81,1.09,0.9,-2.3,0.27,1.41,-1.57,0.34,0.62,0.2,9.61,0.22,-1.59,-3.28,0.5,-0.9,-1.68,3.14,-1.93,4.43,-0.1,-0.69,-1.43,-0.26,0.04,-0.29,32
0.3,-1.11,-0.42,-1.15,-0.2,-4.52,-5.08,-0.79,0.08,-2.16,0.6,0.46,0.84,1.12,-2.12,-2.87,-10.07,1.6,1.89,0.9,-4.83,-0.04,4.23,3.44,3.74,-2.33,-0.56,0.42,0.91,-0.21,-0.58,1.74,44
-1.79,-0.23,-2.61,1.72,2.52,-2.51,-2.58,-0.98,-0.12,0.35,-0.26,-0.2,-5.6,0.55,0.26,-0.38,7.23,1.16,-0.25,-0.04,0.41,0.44,-0.38,0.35,3.51,-0.05,-1.03,-0.72,1.19,-4.93,-0.52,-0.63,59
-0.71,0.92,-0.58,2.46,1.54,-3.31,-4.43,-3.54,0.22,1.44,1.91,-1.71,2.52,0.85,-3.58,3.32,-4.5,-0.27,0.23,-1.46,0.38,-0.48,-0.07,-2.47,3.57,-1.18,-1.15,0.42,0.41,2.29,0.96,1.39,51
-0.36,-0.05,-0.57,0.22,2.65,1.24,5.04,2.89,-1.01,6.83,-0.69,1.36,-0.45,-0.72,3.48,-2.75,1.74,-1.19,-0.52,-1.57,2.78,-0.41,1.99,1.46,-3.27,-3.77,0.57,-0.09,-0.0,3.99,-1.09,-3.89,5
-0.09,0.3,-0.55,-0.62,1.71,0.02,-0.57,-3.83,-0.09,1.82,0.37,0.36,-2.45,0.3,2.62,-5.5,-4.85,1.93,-0.21,-2.12,-2.75,-0.05,0.25,0.38,1.35,-3.74,1.01,-1.01,0.2,2.07,-0.67,-8.1,23
0.07,0.75,-1.4,-0.42,-3.3,0.33,-2.35,-0.58,0.48,-1.55,1.03,0.23,-0.19,-0.55,0.48,1.39,-1.51,-0.64,-1.55,0.91,0.43,-0.1,1.0,-2.51,3.73,1.07,-1.01,-0.21,-2.02,-2.41,-0.4,0.57,8
-1.02,-0.01,1.21,2.28,-1.08,3.16,4.01,1.66,-0.27,-3.78,1.26,-0.04,-2.67,-0.09,1.73,-0.03,8.3,-1.16,0.11,2.07,-1.86,0.59,0.78,1.53,0.74,1.06,0.0,1.91,0.89,-3.13,0.07,-3.34,37
-1.54,-0.52,-0.19,1.32,-1.02,1.85,1.77,-1.76,-2.52,-0.41,0.88,-0.48,2.29,-1.34,-1.21,1.87,-2.61,0.46,2.39,-0.67,-0.86,0.02,1.33,-0.39,-1.1,-1.95,-0.2,1.75,1.28,2.89,0.25,-0.17,4
1.35,0.53,0.17,2.37,3.24,3.61,5.03,0.87,-0.82,1.58,0.1,0.44,-2.95,0.47,-1.82,-1.97,7.86,0.72,0.35,-1.34,2.15,1.22,1.12,1.48,-1.82,1.04,0.72,-0.68,1.0,-2.51,-1.15,4.55,7
-0.16,-0.98,0.71,1.72,0.2,0.2,0.21,-1.27,-0.07,2.47,-0.66,-0.74,-1.37,-1.42,-3.27,0.86,-4.5,-0.4,1.24,1.53,0.87,1.15,1.09,-1.91,2.17,1.17,0.77,-0.5,0.68,4.58,0.64,-0.75,59
-0.01,-2.36,0.04,4.64,0.02,2.12,12.11,1.91,-1.25,2.06,-0.59,0.2,-4.24,0.01,1.49,-3.04,5.1,0.59,-0.82,-2.81,2.29,-0.82,0.99,0.29,-3.82,3.18,-0.09,1.08,0.01,-0.01,-1.01,3.8,12
0.76,0.04,-0.44,-2.9,3.37,3.45,-0.78,0.09,-0.71,-2.6,-0.77,-1.65,0.45,-0.88,-1.39,4.61,4.79,-2.41,-0.66,3.41,-1.51,0.55,2.34,-1.77,0.85,2.54,0.71,1.72,0.6,-1.33,-0.96,5.53,1
1.48,1.73,0.19,-4.34,0.91,-3.07,-2.44,1.03,0.97,-3.85,0.2,-1.08,-3.12,1.47,4.18,-1.79,0.73,-0.33,1.05,0.89,-0.5,1.34,0.92,-1.74,1.08,-0.94,-1.18,1.09,0.35,-1.82,0.17,2.32,57
-1.02,1.11,0.13,-0.45,-0.59,1.39,-4.37,-0.39,0.9,1.33,-0.19,0.31,0.04,-1.24,-3.74,1.5,-0.16,-0.63,0.0,3.26,1.68,0.19,2.32,0.06,1.85,-1.8,1.22,-0.19,-0.46,-1.31,1.14,-1.03,15
0.04,1.44,1.11,-0.14,4.13,-2.41,-2.8,1.13,-0.02,1.64,1.64,0.83,4.71,-0.01,3.35,-1.87,-1.66,-0.36,0.64,1.59,-1.91,0.67,-2.01,0.82,-4.0,-3.05,-0.05,-0.95,0.84,2.17,-1.94,0.25,56
-0.2,0.05,1.5,0.9,-1.43,0.07,-3.67,0.49,-0.28,1.11,-0.24,0.36,-1.54,-2.24,0.34,1.26,0.07,1.35,1.61,-0.19,0.0,0.24,-1.05,0.28,2.71,-1.45,2.38,0.21,0.94,0.39,1.35,2.31,7
-0.12,1.0,1.03,2.12,-4.39,0.28,-3.84,-0.23,-0.33,2.42,0.6,-0.74,-2.14,-0.66,-3.86,-2.02,-10.14,0.8,-0.08,-3.69,-6.7,-0.14,0.81,0.09,7.42,-7.04,0.38,1.88,-1.46,-2.02,0.27,-1.34,58
-0.1,0.42,1.51,-2.1,-4.4,2.13,2.15,1.5,1.89,-7.56,0.48,0.79,3.32,0.4,-5.86,5.32,2.7,0.92,-0.28,1.08,5.14,-0.68,-1.19,-3.24,-3.0,3.04,-0.25,-0.88,0.64,0.42,-0.09,3.75,19
-1.28,-0.27,0.0,-1.15,0.33,0.46,-0.89,-2.64,1.35,-2.63,0.87,0.99,-1.16,1.42,0.27,-2.27,2.93,-1.91,-0.03,-0.19,0.5,0.2,-1.17,1.45,-2.64,0.2,1.5,0.03,-0.11,-3.46,0.26,-0.62,8
0.36,-0.7,-0.11,0.79,0.41,-0.23,3.2,0.96,-0.7,2.69,0.51,-0.39,-2.54,-0.22,0.28,7.47,4.91,0.45,-2.32,-2.52,0.96,-0.66,-2.24,-1.62,-0.06,-0.03,1.18,0.73,-0.38,5.25,-0.47,-0.01,18
2.08,1.11,0.25,-0.64,-0.01,0.72,-1.92,3.99,-2.98,1.93,-0.38,0.67,-2.29,-0.45,0.75,1.58,4.5,-1.18,0.13,2.9,1.17,-0.56,1.35,1.64,1.63,-1.1,0.8,1.46,0.43,-0.25,0.78,0.48,43
2.25,0.57,1.18,-0.26,-0.23,1.33,-2.88,1.09,-0.6,2.47,1.12,-1.39,0.64,0.26,-0.31,-1.87,-0.67,-0.06,-0.03,-2.12,1.01,0.43,-1.9,1.15,1.65,-3.07,0.86,0.39,0.54,0.97,0.86,-2.72,57
-0.32,0.03,0.55,1.04,0.04,-3.72,-4.8,-2.93,0.36,4.64,0.67,-0.12,-2.51,-1.6,1.03,0.29,-2.19,0.86,-1.47,-2.22,-4.04,2.68,-4.84,1.04,0.26,0.07,1.63,-0.75,-0.26,-4.11,0.85,1.19,10
0.24,1.22,0.41,0.61,6.9,-0.92,3.8,-0.7,-0.96,2.97,-1.51,0.24,-0.02,-0.94,1.63,-0.54,4.63,0.18,-0.87,-5.86,-1.95,-0.27,-1.06,0.86,-2.33,-2.16,0.64,-0.33,-0.76,0.05,-0.17,2.28,57
1.54,-0.9,-0.98,7.67,7.17,-1.11,-4.05,0.83,-1.92,2.86,0.12,-0.45,-3.56,-0.24,6.72,-5.04,9.05,1.6,-0.04,2.73,-0.51,-0.74,-5.25,-5.99,1.5,-4.61,-0.75,-0.25,0.4,-2.89,-0.03,3.55,18
1.12,-0.11,-0.21,-2.29,-1.36,3.55,-5.13,-5.11,-0.38,-1.57,1.2,-1.46,-4.91,0.79,-3.82,-0.6,-6.47,1.0,0.53,0.16,-2.78,0.15,4.34,1.59,2.64,-5.05,-0.17,0.12,1.39,1.66,0.46,5.72,29
1.47,-2.48,-0.12,0.72,-0.18,-4.05,2.35,1.8,1.14,-3.16,-1.4,-0.55,1.12,-0.21,5.0,2.55,4.96,0.01,2.6,-1.43,-2.28,0.77,3.71,6.78,-4.13,-2.77,1.5,1.58,-1.2,-1.57,-0.04,6.44,12
-0.77,-1.24,0.01,2.43,0.49,-1.37,-0.38,4.05,-2.33,3.96,0.88,-0.15,-3.64,1.83,4.98,1.35,7.18,0.31,0.3,-1.48,-1.23,0.75,-1.04,-1.46,0.11,-7.03,-0.25,0.16,-1.36,-3.88,-2.27,3.38,6
-2.63,1.76,1.79,-3.49,4.03,-2.49,1.67,3.95,0.59,-0.19,1.4,-1.14,-4.49,-0.11,-1.43,0.16,13.46,-0.4,-0.47,2.71,4.8,-1.1,-0.03,2.47,-5.59,1.67,-1.14,1.62,0.49,-6.38,0.6,0.73,9
0.87,0.59,1.6,-1.09,-0.01,-0.92,-11.53,-0.23,0.71,1.08,-1.04,0.22,2.25,0.9,1.92,-1.69,-2.37,-0.79,-1.33,2.87,2.09,0.1,-0.38,-1.29,3.2,-4.9,0.49,1.45,-1.16,-1.62,0.22,1.73,55
-1.12,0.63,-1.53,-3.03,2.35,-1.23,-6.77,0.54,-1.62,-5.2,-1.4,-0.63,-5.73,-0.88,-1.45,1.94,2.93,-0.62,-0.61,5.37,-1.88,0.37,-2.75,-6.12,4.6,-1.42,-0.88,1.85,-0.93,0.44,-0.36,-0.93,52
0.33,0.99,-1.67,-1.62,-0.64,0.22,0.81,-1.95,-0.42,2.43,0.09,0.34,-0.23,0.32,-1.46,-3.61,-3.42,-0.88,0.39,-1.14,0.74,0.77,-0.48,2.06,-3.86,0.15,0.86,-1.87,1.65,-1.59,-1.03,-2.38,43
-0.15,0.84,0.3,2.23,-1.38,-1.68,6.69,3.11,0.42,1.2,-0.34,-0.85,-2.09,0.09,1.28,2.8,2.52,1.46,-0.55,-0.26,-0.48,-0.95,2.59,0.91,-1.94,0.48,-0.85,0.23,2.16,0.43,1.65,3.0,12
0.34,0.1,-0.57,-2.4,1.42,-4.88,-9.46,2.19,-0.38,-1.09,1.1,0.45,1.53,2.09,1.01,1.47,-0.34,-0.85,1.52,6.35,2.14,-1.03,-1.77,-3.05,2.5,0.12,-0.19,-0.26,-0.42,0.24,-1.87,-1.0,43
1.51,0.37,0.93,0.33,-2.26,3.53,6.05,1.39,1.02,0.78,1.67,1.01,-0.83,-0.21,-3.31,0.68,2.68,0.86,2.23,-2.57,-2.15,0.53,4.11,1.64,-3.04,-6.76,1.08,-0.12,0.3,-4.79,-0.61,-1.86,22
-0.34,1.34,-2.35,-5.44,-1.9,-1.3,6.42,1.23,0.14,-2.07,-0.26,-0.35,1.29,0.15,3.79,-1.85,-6.54,-0.25,0.42,-2.63,-3.54,-0.86,3.06,0.36,-4.79,-0.27,-0.66,0.76,0.38,-0.02,-1.55,1.69,8
-0.65,-1.17,-1.71,4.72,1.99,-3.43,-1.29,-0.53,0.23,0.69,0.99,0.11,3.21,-0.01,-4.47,1.98,2.21,-0.36,-0.11,-1.09,4.88,1.29,0.28,-1.39,0.22,-0.99,-0.33,0.39,1.22,-0.44,-0.4,4.05,39
0.49,-1.04,1.4,1.68,0.16,-0.77,-3.99,-0.59,1.7,-0.75,-0.25,0.76,2.75,-2.22,0.33,1.34,-2.87,-0.76,1.16,0.38,-7.1,0.19,-7.41,-1.88,-1.71,-3.73,0.52,-1.3,0.32,0.79,-0.52,-2.15,36
0.94,-0.52,0.73,-0.44,-1.39,0.55,-5.86,-6.08,-0.34,-1.87,-1.96,-0.08,2.05,-1.36,-4.3,-0.27,-8.22,0.06,1.4,4.68,-3.29,-0.28,1.31,-1.01,0.82,0.51,1.49,1.57,-0.62,-2.14,1.51,-2.53,16
0.18,2.37,0.15,1.31,-3.59,-0.82,12.11,-0.25,-0.28,-0.23,1.3,-0.01,-0.25,-0.17,5.16,1.28,-0.03,0.26,-0.32,-2.93,-2.07,1.04,5.48,-2.47,-2.37,3.29,-1.67,-0.6,-1.39,-5.58,-0.61,1.75,21
