"RI","Na","Mg","Al","Si","K","Ca","Ba","Fe","target"
1.520799994468689,13.779999732971191,2.2799999713897705,1.4299999475479126,71.98999786376953,0.49000000953674316,9.850000381469727,0.0,0.17000000178813934,"build wind non-float"
1.5184999704360962,14.09000015258789,2.190000057220459,1.659999966621399,72.66999816894531,0.0,9.319999694824219,0.0,0.0,"tableware"
1.517699956893921,12.649999618530273,3.559999942779541,1.2999999523162842,73.08000183105469,0.6100000143051147,8.6899995803833,0.0,0.14000000059604645,"build wind float"
1.5166000127792358,14.800000190734863,0.0,1.9900000095367432,73.11000061035156,0.0,8.279999732971191,1.7100000381469727,0.0,"headlamps"
1.5191999673843384,14.149999618530273,0.0,2.0899999141693115,72.73999786376953,0.0,10.880000114440918,0.0,0.0,"tableware"
1.5161000490188599,13.329999923706055,3.5299999713897705,1.340000033378601,72.66999816894531,0.5600000023841858,8.329999923706055,0.0,0.0,"vehic wind float"
1.5211999416351318,14.029999732971191,3.759999990463257,0.5799999833106995,71.79000091552734,0.10999999940395355,9.649999618530273,0.0,0.0,"vehic wind float"
1.5220999717712402,14.210000038146973,3.819999933242798,0.4699999988079071,71.7699966430664,0.10999999940395355,9.569999694824219,0.0,0.0,"build wind float"
1.511299967765808,13.6899995803833,3.200000047683716,1.809999942779541,72.80999755859375,1.7599999904632568,5.429999828338623,1.190000057220459,0.0,"headlamps"
1.5159000158309937,13.119999885559082,3.4100000858306885,1.5800000429153442,73.26000213623047,0.07000000029802322,8.390000343322754,0.0,0.1899999976158142,"build wind non-float"
1.5221999883651733,14.430000305175781,0.0,1.0,72.66999816894531,0.10000000149011612,11.520000457763672,0.0,0.07999999821186066,"build wind non-float"
1.5130000114440918,14.399999618530273,1.7400000095367432,1.5399999618530273,74.55000305175781,0.0,7.590000152587891,0.0,0.0,"tableware"
1.517899990081787,12.789999961853027,3.5,1.1200000047683716,73.02999877929688,0.6399999856948853,8.770000457763672,0.0,0.0,"build wind float"
1.519700050354004,12.640000343322754,0.0,1.649999976158142,73.75,0.3799999952316284,11.529999732971191,0.0,0.0,"containers"
1.517899990081787,13.1899995803833,3.9000000953674316,1.2999999523162842,72.33000183105469,0.550000011920929,8.4399995803833,0.0,0.2800000011920929,"build wind non-float"
1.5168999433517456,12.670000076293945,2.880000114440918,1.7100000381469727,73.20999908447266,0.7300000190734863,8.539999961853027,0.0,0.0,"build wind non-float"
1.5181000232696533,13.430000305175781,2.869999885559082,1.190000057220459,72.83999633789062,0.550000011920929,9.029999732971191,0.0,0.0,"build wind float"
1.5217000246047974,13.479999542236328,3.740000009536743,0.8999999761581421,72.01000213623047,0.18000000715255737,9.609999656677246,0.0,0.07000000029802322,"build wind float"
1.5161999464035034,14.199999809265137,0.0,2.7899999618530273,73.45999908447266,0.03999999910593033,9.039999961853027,0.4000000059604645,0.09000000357627869,"headlamps"
