"X_0","X_1","X_2","X_3","X_4","X_5","X_6","X_7","X_8","X_9","X_10","X_11","X_12","X_13","X_14","X_15","X_16","X_17","X_18","X_19","X_20","X_21","X_22","X_23","X_24","X_25","X_26","X_27","X_28","X_29","X_30","X_31","target"
0.35,0.16,0.48,0.29,-3.52,1.94,-0.68,1.14,0.16,3.14,1.22,-7.2,0.48,-3.95,-0.02,1.31,2.57,-1.97,1.65,1.34,-0.72,-4.19,-1.04,-0.92,1.01,0.59,-0.55,-4.31,0.97,1.44,0.93,-0.83,6
0.6,2.18,1.51,-0.03,-8.48,0.82,-1.37,-1.54,1.74,-1.72,-1.91,-3.58,0.48,3.44,-0.74,0.08,-2.54,-2.83,0.84,-0.99,0.08,-1.53,0.99,-1.23,1.64,-1.33,0.06,-4.87,0.56,-3.07,-0.0,-2.69,9
0.32,-3.56,-0.66,1.03,-4.66,0.41,0.1,-2.9,-2.61,0.4,0.76,1.76,-0.51,3.23,-0.62,-1.13,1.53,1.52,3.23,0.44,-0.18,3.6,-0.44,0.7,-1.56,-0.46,1.76,-0.75,0.8,-0.23,0.28,0.34,6
-0.99,5.69,1.25,-0.24,-7.75,0.15,0.41,-1.26,0.87,0.85,-0.46,-9.3,-0.2,-3.64,2.98,1.16,-4.23,0.02,4.97,-0.71,-2.63,-3.09,-1.02,0.97,-0.69,-0.59,-0.59,-2.0,0.26,1.82,-0.1,-1.19,13
-0.59,0.1,1.31,-1.84,1.68,0.12,1.27,2.66,4.82,3.35,-0.31,-4.58,0.67,3.08,-1.58,0.28,0.88,1.0,-0.34,1.67,1.17,0.84,0.71,1.12,-0.52,0.22,0.1,1.4,-0.23,2.34,-0.56,-2.96,0
-0.65,3.01,-1.04,-1.92,-5.48,-0.18,1.22,0.12,-0.21,-4.99,-1.58,-2.41,0.93,0.18,3.32,0.76,-1.37,-1.3,2.29,0.1,-1.35,0.31,0.47,-0.27,-5.48,-0.18,-0.43,-4.85,0.17,0.65,0.35,2.19,8
0.89,3.68,0.5,-1.47,10.14,0.04,0.32,0.6,-1.77,-1.53,-0.76,-3.01,0.98,-4.11,4.78,0.22,-1.46,3.7,-2.8,1.68,1.11,-1.13,0.81,-1.56,1.46,-3.5,-2.3,-1.28,-0.11,4.71,-1.03,3.88,8
-2.01,0.4,0.29,0.41,3.18,-0.91,-0.14,1.21,0.56,-3.0,-0.06,-1.81,2.21,-0.42,-1.71,0.8,5.3,2.01,-0.56,0.66,0.21,4.47,-0.0,-1.36,5.35,1.76,-1.03,-2.99,0.54,2.48,-0.68,-1.42,1
-1.19,-1.68,1.09,0.64,4.94,0.01,2.12,2.26,-1.46,-0.66,-0.34,4.99,-0.19,-0.28,-3.71,-0.41,-0.35,-0.47,-2.52,0.79,-0.45,-2.49,-0.8,1.77,-0.94,-2.84,-0.22,-0.14,0.73,-2.76,1.78,0.1,7
-0.48,1.45,0.89,0.31,7.47,1.8,0.74,2.23,-0.13,4.05,-0.21,4.46,-0.07,5.35,-2.6,-1.96,4.67,4.73,-2.33,0.08,-0.58,1.35,0.6,0.96,-2.26,-1.47,1.12,3.98,-1.21,0.57,0.73,3.64,15
