"RI","Na","Mg","Al","Si","K","Ca","Ba","Fe","target"
1.517899990081787,12.789999961853027,3.5,1.1200000047683716,73.02999877929688,0.6399999856948853,8.770000457763672,0.0,0.0,"build wind float"
1.5163999795913696,12.15999984741211,3.5199999809265137,1.350000023841858,72.88999938964844,0.5699999928474426,8.529999732971191,0.0,0.0,"vehic wind float"
1.517899990081787,13.210000038146973,3.4800000190734863,1.409999966621399,72.63999938964844,0.5899999737739563,8.430000305175781,0.0,0.0,"build wind float"
1.5130000114440918,14.399999618530273,1.7400000095367432,1.5399999618530273,74.55000305175781,0.0,7.590000152587891,0.0,0.0,"tableware"
1.5339000225067139,12.300000190734863,0.0,1.0,70.16000366210938,0.11999999731779099,16.190000534057617,0.0,0.23999999463558197,"build wind non-float"
1.5164999961853027,12.75,2.8499999046325684,1.440000057220459,73.2699966430664,0.5699999928474426,8.789999961853027,0.10999999940395355,0.2199999988079071,"build wind non-float"
1.517799973487854,13.640000343322754,3.6500000953674316,0.6499999761581421,73.0,0.05999999865889549,8.930000305175781,0.0,0.0,"vehic wind float"
1.518399953842163,13.140000343322754,2.8399999141693115,1.2799999713897705,72.8499984741211,0.550000011920929,9.069999694824219,0.0,0.0,"build wind float"
1.5154000520706177,14.140000343322754,0.0,2.680000066757202,73.38999938964844,0.07999999821186066,9.069999694824219,0.6100000143051147,0.05000000074505806,"headlamps"
1.517899990081787,13.1899995803833,3.9000000953674316,1.2999999523162842,72.33000183105469,0.550000011920929,8.4399995803833,0.0,0.2800000011920929,"build wind non-float"
1.5161999464035034,13.359999656677246,3.5799999237060547,1.4900000095367432,72.72000122070312,0.44999998807907104,8.210000038146973,0.0,0.0,"build wind non-float"
1.5174000263214111,12.199999809265137,3.25,1.159999966621399,73.55000305175781,0.6200000047683716,8.899999618530273,0.0,0.23999999463558197,"build wind non-float"
1.5221999883651733,13.210000038146973,3.7699999809265137,0.7900000214576721,71.98999786376953,0.12999999523162842,10.020000457763672,0.0,0.0,"build wind float"
1.5211999416351318,14.029999732971191,3.759999990463257,0.5799999833106995,71.79000091552734,0.10999999940395355,9.649999618530273,0.0,0.0,"vehic wind float"
1.5166000127792358,13.140000343322754,3.450000047683716,1.7599999904632568,72.4800033569336,0.6000000238418579,8.380000114440918,0.0,0.17000000178813934,"vehic wind float"
1.5170999765396118,13.479999542236328,3.4800000190734863,1.7100000381469727,72.5199966430664,0.6200000047683716,7.989999771118164,0.0,0.0,"build wind non-float"
1.517199993133545,14.75,0.0,2.0,73.0199966430664,0.0,8.529999732971191,1.590000033378601,0.07999999821186066,"headlamps"
1.5162999629974365,12.710000038146973,3.3299999237060547,1.4900000095367432,73.27999877929688,0.6700000166893005,8.239999771118164,0.0,0.0,"build wind non-float"
1.5198999643325806,13.270000457763672,0.0,1.7599999904632568,73.02999877929688,0.4699999988079071,11.319999694824219,0.0,0.0,"containers"
1.5181000232696533,12.960000038146973,2.9600000381469727,1.4299999475479126,72.91999816894531,0.6000000238418579,8.789999961853027,0.14000000059604645,0.0,"build wind non-float"
1.5214999914169312,13.050000190734863,3.6500000953674316,0.8700000047683716,72.22000122070312,0.1899999976158142,9.850000381469727,0.0,0.17000000178813934,"build wind float"
1.5247999429702759,11.449999809265137,0.0,1.8799999952316284,72.19000244140625,0.8100000023841858,13.239999771118164,0.0,0.3400000035762787,"build wind non-float"
1.518399953842163,12.930000305175781,3.740000009536743,1.1100000143051147,72.27999877929688,0.6399999856948853,8.960000038146973,0.0,0.2199999988079071,"build wind non-float"
1.5175000429153442,13.390000343322754,3.6600000858306885,1.190000057220459,72.79000091552734,0.5699999928474426,8.270000457763672,0.0,0.10999999940395355,"build wind float"
1.5205999612808228,12.850000381469727,1.6100000143051147,2.1700000762939453,72.18000030517578,0.7599999904632568,9.699999809265137,0.23999999463558197,0.5099999904632568,"containers"
1.5156999826431274,13.239999771118164,3.490000009536743,1.4700000286102295,73.25,0.3799999952316284,8.029999732971191,0.0,0.0,"build wind non-float"
1.5159000158309937,12.819999694824219,3.5199999809265137,1.899999976158142,72.86000061035156,0.6899999976158142,7.96999979019165,0.0,0.0,"build wind non-float"
1.516800045967102,14.5600004196167,0.0,1.9800000190734863,73.29000091552734,0.0,8.520000457763672,1.5700000524520874,0.07000000029802322,"headlamps"
1.5168999433517456,13.229999542236328,3.5399999618530273,1.4800000190734863,72.83999633789062,0.5600000023841858,8.100000381469727,0.0,0.0,"build wind non-float"
1.5161000490188599,13.329999923706055,3.5299999713897705,1.340000033378601,72.66999816894531,0.5600000023841858,8.329999923706055,0.0,0.0,"vehic wind float"
1.516700029373169,12.869999885559082,3.559999942779541,1.6399999856948853,73.13999938964844,0.6499999761581421,7.989999771118164,0.0,0.0,"build wind non-float"
1.5183000564575195,13.329999923706055,3.3399999141693115,1.5399999618530273,72.13999938964844,0.5600000023841858,8.989999771118164,0.0,0.0,"vehic wind float"
1.511199951171875,17.3799991607666,0.0,0.3400000035762787,75.41000366210938,0.0,6.650000095367432,0.0,0.0,"tableware"
1.5163999795913696,13.4399995803833,3.609999895095825,1.5399999618530273,72.38999938964844,0.6600000262260437,8.029999732971191,0.0,0.0,"build wind non-float"
1.5176000595092773,13.0,3.5999999046325684,1.3600000143051147,72.98999786376953,0.5699999928474426,8.399999618530273,0.0,0.10999999940395355,"build wind float"
1.5156999826431274,12.720000267028809,3.4600000381469727,1.559999942779541,73.19999694824219,0.6700000166893005,8.09000015258789,0.0,0.23999999463558197,"build wind float"
1.5160000324249268,12.789999961853027,3.609999895095825,1.6200000047683716,72.97000122070312,0.6399999856948853,8.069999694824219,0.0,0.25999999046325684,"build wind float"
1.517300009727478,12.350000381469727,2.7200000286102295,1.6299999952316284,72.87000274658203,0.699999988079071,9.229999542236328,0.0,0.0,"build wind non-float"
1.5166000127792358,12.850000381469727,3.509999990463257,1.440000057220459,73.01000213623047,0.6800000071525574,8.229999542236328,0.05999999865889549,0.25,"build wind non-float"
1.5140999555587769,14.25,3.0899999141693115,2.0799999237060547,72.27999877929688,1.100000023841858,7.079999923706055,0.0,0.0,"build wind non-float"
1.5180000066757202,12.739999771118164,3.4800000190734863,1.350000023841858,72.95999908447266,0.6399999856948853,8.680000305175781,0.0,0.0,"build wind float"
1.5181000232696533,13.0,3.799999952316284,1.0800000429153442,73.06999969482422,0.5600000023841858,8.380000114440918,0.0,0.11999999731779099,"build wind non-float"
1.5162999629974365,13.0,3.5799999237060547,1.5399999618530273,72.83000183105469,0.6100000143051147,8.039999961853027,0.0,0.0,"build wind non-float"
1.5159000158309937,13.239999771118164,3.3399999141693115,1.4700000286102295,73.0999984741211,0.38999998569488525,8.220000267028809,0.0,0.0,"build wind non-float"
1.5192999839782715,13.640000343322754,3.5399999618530273,0.75,72.6500015258789,0.1599999964237213,8.890000343322754,0.15000000596046448,0.23999999463558197,"vehic wind float"
1.5176000595092773,12.710000038146973,3.4200000762939453,1.2000000476837158,73.19999694824219,0.5899999737739563,8.640000343322754,0.0,0.0,"build wind float"
1.5151000022888184,14.010000228881836,2.680000066757202,3.5,69.88999938964844,1.6799999475479126,5.869999885559082,2.200000047683716,0.0,"containers"
1.517699956893921,13.210000038146973,3.690000057220459,1.2899999618530273,72.61000061035156,0.5699999928474426,8.220000267028809,0.0,0.0,"build wind float"
1.517799973487854,13.079999923706055,3.490000009536743,1.2799999713897705,72.86000061035156,0.6000000238418579,8.489999771118164,0.0,0.0,"build wind float"
1.5218000411987305,13.199999809265137,3.680000066757202,1.149999976158142,72.75,0.5400000214576721,8.520000457763672,0.0,0.0,"build wind non-float"
1.5175000429153442,12.569999694824219,3.4700000286102295,1.3799999952316284,73.38999938964844,0.6000000238418579,8.550000190734863,0.0,0.05999999865889549,"build wind float"
1.5184999704360962,13.199999809265137,3.630000114440918,1.0700000524520874,72.83000183105469,0.5699999928474426,8.40999984741211,0.09000000357627869,0.17000000178813934,"build wind non-float"
1.5174000263214111,13.300000190734863,3.5999999046325684,1.1399999856948853,73.08999633789062,0.5799999833106995,8.170000076293945,0.0,0.0,"build wind float"
1.5159000158309937,13.09000015258789,3.5899999141693115,1.5199999809265137,73.0999984741211,0.6700000166893005,7.829999923706055,0.0,0.0,"build wind non-float"
1.5163999795913696,14.369999885559082,0.0,2.740000009536743,72.8499984741211,0.0,9.449999809265137,0.5400000214576721,0.0,"headlamps"
1.5174000263214111,13.020000457763672,3.5399999618530273,1.690000057220459,72.7300033569336,0.5400000214576721,8.4399995803833,0.0,0.07000000029802322,"build wind float"
1.5225000381469727,14.859999656677246,2.200000047683716,2.059999942779541,70.26000213623047,0.7599999904632568,9.760000228881836,0.0,0.0,"headlamps"
1.5210000276565552,13.6899995803833,3.5899999141693115,1.1200000047683716,71.95999908447266,0.09000000357627869,9.399999618530273,0.0,0.0,"build wind float"
1.517699956893921,13.649999618530273,3.6600000858306885,1.1100000143051147,72.7699966430664,0.10999999940395355,8.600000381469727,0.0,0.0,"vehic wind float"
1.5184999704360962,13.40999984741211,3.890000104904175,1.3300000429153442,72.37999725341797,0.5099999904632568,8.279999732971191,0.0,0.0,"build wind non-float"
1.5184999704360962,13.640000343322754,3.869999885559082,1.2699999809265137,71.95999908447266,0.5400000214576721,8.319999694824219,0.0,0.3199999928474426,"build wind non-float"
1.5190000534057617,13.600000381469727,3.619999885559082,1.1100000143051147,72.63999938964844,0.14000000059604645,8.760000228881836,0.0,0.0,"build wind float"
1.5156999826431274,13.289999961853027,3.450000047683716,1.2100000381469727,72.73999786376953,0.5600000023841858,8.569999694824219,0.0,0.0,"build wind float"
1.5220999717712402,14.210000038146973,3.819999933242798,0.4699999988079071,71.7699966430664,0.10999999940395355,9.569999694824219,0.0,0.0,"build wind float"
1.5232000350952148,13.720000267028809,3.7200000286102295,0.5099999904632568,71.75,0.09000000357627869,10.0600004196167,0.0,0.1599999964237213,"build wind float"
1.5155999660491943,13.869999885559082,0.0,2.5399999618530273,73.2300033569336,0.14000000059604645,9.40999984741211,0.8100000023841858,0.009999999776482582,"headlamps"
1.5192999839782715,13.199999809265137,3.3299999237060547,1.2799999713897705,72.36000061035156,0.6000000238418579,9.140000343322754,0.0,0.10999999940395355,"build wind float"
1.5220999717712402,14.1899995803833,3.7799999713897705,0.9100000262260437,71.36000061035156,0.23000000417232513,9.140000343322754,0.0,0.3700000047683716,"vehic wind float"
1.5312000513076782,10.729999542236328,0.0,2.0999999046325684,69.80999755859375,0.5799999833106995,13.300000190734863,3.1500000953674316,0.2800000011920929,"build wind non-float"
1.5214999914169312,13.050000190734863,3.6500000953674316,0.8700000047683716,72.31999969482422,0.1899999976158142,9.850000381469727,0.0,0.17000000178813934,"build wind float"
1.5183000564575195,14.460000038146973,2.240000009536743,1.6200000047683716,72.37999725341797,0.0,9.260000228881836,0.0,0.0,"tableware"
1.5189000368118286,13.460000038146973,3.8299999237060547,1.2599999904632568,72.55000305175781,0.5699999928474426,8.210000038146973,0.0,0.14000000059604645,"build wind non-float"
1.5189000368118286,14.989999771118164,0.7799999713897705,1.7400000095367432,72.5,0.0,9.949999809265137,0.0,0.0,"tableware"
1.5183000564575195,13.239999771118164,3.9000000953674316,1.409999966621399,72.33000183105469,0.550000011920929,8.3100004196167,0.0,0.10000000149011612,"build wind non-float"
1.5230000019073486,13.3100004196167,3.5799999237060547,0.8199999928474426,71.98999786376953,0.11999999731779099,10.170000076293945,0.0,0.029999999329447746,"build wind float"
1.5164999961853027,13.5600004196167,3.569999933242798,1.4700000286102295,72.44999694824219,0.6399999856948853,7.960000038146973,0.0,0.0,"build wind non-float"
1.517699956893921,12.5600004196167,3.5199999809265137,1.4299999475479126,73.1500015258789,0.5699999928474426,8.539999961853027,0.0,0.0,"build wind float"
1.5121999979019165,12.989999771118164,3.4700000286102295,1.1200000047683716,72.9800033569336,0.6200000047683716,8.350000381469727,0.0,0.3100000023841858,"build wind float"
1.5164999961853027,13.039999961853027,3.4000000953674316,1.2599999904632568,73.01000213623047,0.5199999809265137,8.579999923706055,0.0,0.0,"vehic wind float"
1.517199993133545,12.869999885559082,3.4800000190734863,1.3300000429153442,73.04000091552734,0.5600000023841858,8.430000305175781,0.0,0.0,"build wind float"
1.5176000595092773,12.800000190734863,3.6600000858306885,1.2699999809265137,73.01000213623047,0.6000000238418579,8.5600004196167,0.0,0.0,"build wind float"
