"X_0","X_1","X_2","X_3","X_4","X_5","X_6","X_7","X_8","X_9","X_10","X_11","X_12","X_13","X_14","X_15","X_16","X_17","X_18","X_19","X_20","X_21","X_22","X_23","X_24","X_25","X_26","X_27","X_28","X_29","X_30","X_31","target"
"","","",0.6,"","","","","","",0.67,"","",0.38,"","","","","","","","","","","","","","","","","","",9
"",2.6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3
"","",-1.15,"","","","","","","","","","",-1.47,"","","","","","","","","","","","","","","",-3.07,"","",9
"","","","",2.27,"","","",3.3,"","","","","","","","","","","","","","","","","","","","","","","",2
"","","","","","","","",-1.38,"","","","","","","","","","","","","","","","","","","","","","",-1.09,15
"","",-0.24,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5
"","","","",18.62,"","","","","","","","","","","","","","","","","","","","","","","","","","","",7
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-2.57,"","",9
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.64,"","",9
"","",0.12,"","","","","","","","","","","","","","","","","","","","","","","","","",0.55,"","","",10
"","","","","","","","","","","","","","","","","","","","","","",1.88,"","","","",0.74,"","","","",0
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",12
"","","","",4.33,"","","","","","","","","",0.87,"","","","","","","","","","","","","","","","","",2
"","","","","","","",3.94,"","","","","","","","","","","","","","","","","","","","","","","",-1.01,10
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",11
"","","","","","","","","","","","","","","","","","","",1.12,"","","","","","","","","","","","",12
"","","","","","","",0.97,"","","","","","","","","","","","","","","","","","","","","","","","",0
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.74,1
"","","","","","","","","","","",0.52,"","","","","","","","","","","","","","","","","","","","",11
"","","","","","","","","","","","","","","","",2.86,"","","","","","","","","",0.27,"","","","","",5
"","","","","","","","","","","","","","","","","","","",1.12,"","","","","","",1.02,"","","","","",0
"","","","",-6.92,"","","","","","","","","","",-0.59,"","","","",1.07,"","","","","","","","","","","",1
"","",0.28,"","","","","","","","","","","","","","","","","","","","","","","",2.03,"","","","","",7
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.68,"","",2
"","","","","","","","","","","","","","","","",0.12,"",3.38,"","","","","","","","","","","","","",13
"","","","",-3.27,"","","","","","","","","","","","","","","","","","","","","","","","","","","",13
"","","","","","","","","","","","",0.83,"","","","","","","","","","","","","","","","","","","",6
"","","","","","",0.11,"","","","","","","","","","","","","","","","","","","","","","","","","",11
"","","","","","",0.1,"","","","","","","","",2.61,3.16,"","","","","","","","","","",-0.2,"","","","",10
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",12
"","","","","","","","","","","",1.17,"","",0.16,"","","","","","","","","","","","",-1.23,-1.04,"","","",10
"","","","","","","",-4.31,"","","","","","","","","","","","","","","","","","","","","","","","",7
"","","","","","","","","","","","",1.05,"","","","","","","","","","","","","","","","","","","",2
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8
"","","","","","","","","","","","","","","","","","","","","","","","","",-1.05,"","","","","","",2
0.23,"","","","","","","","","","","","","","","","","","","","","","",0.58,"","","","","","","","",5
"","","","","","","","","","","","","","","","","","","","","","","","","",0.63,"","","","","",0.75,8
"","","","",9.74,"","","","","","","","","","","","","","","","","","","","","","","","","","","",3
"","","","","","","","","","","","","","","","","",0.49,"","","","","","","","","","","","","","",12
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",13
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.47,"","","",15
"","","","","","","","","","","","","","","","",1.11,"","","","","","","","","","","","","","","",2
"","","","","","",0.2,"","","","","","","","","","","","","","",-1.31,"","","","","","","","","","",3
"","","",-0.43,"","","","","","","","","","","","","","","","","","","","","","","","","","","",3.1,12
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0
"","","","","","",0.39,"","","","","","",0.62,"","","","","","","","","","","","","","","","","","",0
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3
1.17,"",0.74,"","","","","",5.23,"","","","","","","",-1.21,"","","","","","","","","","","","","","","",3
"","","","","","","","","","","","","","",-4.06,"","",6.12,"","","","","","",-1.57,"","","","","","","",2
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",12
"","","","","","","","","","",-0.1,"","","","","","","","","","","","","","",2.31,"","","","","","",15
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1
"","","","","","","","","","","","",0.25,"","","","","","","","","","","","","","","","","","","",10
"","","","","","","","","","","",-7.2,"","","","","","","","","","","","","","","","","","","","",6
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-2.16,3
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.3,"",0.45,4
"","","","","","","","","","","","","","","","",-2.25,"","","","","","","","",-3.21,"","","","","","",6
"","","","","","","","","","","","","","","","","","","","",0.53,"","","","","","","","","","","",6
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",13
"","","","","","","","","","","","",-0.69,"","","","","","","","","","","","","","","","","","","",4
"","","","","","","","",1.07,"","","","","","","","","","","","","","","","","","","","",-0.66,0.01,"",7
"","","","","","","","","","","","","","","","","","","","",-0.36,"","","","","","","","","","","",0
"","","","","","","","","","","","","","","","",0.06,"","","","","","",-0.76,"","","","","","","","",9
"","","","","","","","","","","","","","","","","","","",-1.23,"","","","","","","","","","",0.22,"",1
"","","","","","","","","","","","","","","","","","","","","","","","","","",-0.2,"","","","","",7
"","","","","","","","","","","","","","","","","","","","",0.52,"","","","","","","","","","","",8
"","","","","","","","","","","","","","","","","","","",0.45,"","","","","","","","",-0.44,"",-1.48,"",7
"","",1.49,"","","","","","","",1.41,"","","","","","","","","","","","","","",3.91,"","","","","","",9
0.27,"","","","","","","","","","","","","","","","","",0.6,"","","","","","","","","","","","","",8
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.08,14
"","",-0.98,-1.36,-2.09,"","","","","","","","","","","","","","","","","","","","","","","","","","","",12
"","","","","","",0.49,"","","","","","","","","","","","","","","","","","","","","","","","","",0
"","","","","","","","","","","","","","","",1.57,"","","","","","","","","","","","","","","","",4
"","","","","","","","","","","",-9.16,"","","","","","","","","","","","","","","","","","","","",6
"","",0.71,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5
"","","","","","","","","","","","","","","","","","","","","","","","","","",0.65,"","","","","",0
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",12
"",-1.42,"","","","","","","","","","","","","","","","","","",-0.04,"","","",0.84,"","","","","","","",2
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",11
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2
"","","","","","",0.73,"","","","","","","","","","","","","","","","","","","","","","","","","",1
"","","","","","",0.93,"","","","","","","","","","","","","","","","","","","","","","","","","",5
"","","","","","","","","","","",11.67,"","","","","","","",0.8,"",-1.24,"",-0.18,"","","","","","","","",0
"","","","","","","","",0.46,"","","","","","","","","","","","","","","","","","","","","","","",13
"","",-1.53,"","","",1.36,"","","","","","","","","","","","","","","","","","","","","","","","","",5
"",1.78,"","","","","","","","","","","","","","","","","","","",-1.68,"","","","","","","","","","",1
"","","","","","","","","",-2.31,"","","","","","",0.76,"","","","","","","","","","","","","","","",0
"","","","","",-0.41,"","",3.65,"","","","","","","","","","",-0.12,"","","","","","","","","","","","",9
"","","","","",0.69,"","","","","","","","","","","","","","",0.64,"","","","","","","","","","","",14
"","","","","","","","","","","","","","","","",0.79,"","","","","","",-1.4,"","","","","","","","",10
"","","",-0.23,"","","","","","","","","","","","","","","","","","","","","","","","",-0.76,"","","",6
"","","","","","",-0.0,"","","","","","",4.59,"","","","","","","","",-1.25,"","","","","",-0.6,"","","",2
"","","","","","","","","","","","","","","","",-1.52,"","","","","","","","","","","","","","","",3
"","","","","","","","","","","","","","","","","",-3.98,"","","","","","","","","","","","","","",12
"","","","","","","","","","","","","","","","","","","","","","","","","","",-0.47,"","","","","",12
"","","","","","","","","",1.97,"","","","","",0.68,-1.44,"","","","","","","","","","","","","","","",13
"","","","","","","","","","","","","",0.61,"","","","","","","","","","","","",1.31,"","","","","",1
"","","","","","","","","","","","","","","","",0.86,"","","","","","","",-2.28,"","","",-0.33,"","","",9
"","","","","","","",-3.51,"","","","","","","","","","","","","","","",0.3,"","","","","","","","",4
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",12
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",11
"",-1.01,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",12
"","","","","","","","","","","","",-0.99,"","","","","","","",0.86,"","","","","","","","","",0.3,"",11
"","","","","","","","",1.86,"","","","","","","",0.57,"","","","","","","","","","","","","","","",7
"","","","","","","","","","","",5.53,"","","","","","",-0.15,"","","","","","","","","","","","","",11
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",12
"","","","","","",1.44,"","","","",3.97,"","","","","","","","","","","","","","","","","","","","",8
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3.22,13
"","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.26,"","","","",13
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7
"","","","",6.71,"","","","","",0.22,"","","","","","","","","","","","","","","","","","","","","",5
"","","","","","","","","","","","","","","","","","","","","","","","","","",-1.23,"","","","","",6
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.04,"",15
"","","","","","","","","","","","","","","","","","","","","","","",-0.85,"","","","","","","","",9
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3
"","","","","","","","","","","","","","",-1.24,"","","","","","","","","",0.47,"","","","","","","",8
-1.42,"","","",-1.25,"",-1.41,"","","","","","","","","","","","","","","","","","","","","","","","","",5
"","","","","","","","","","","",-2.27,"","","","","","","","","","","","","","","","","","","","",15
"","","","","","","","","","","","","","","","","",-1.08,"","","","","","","","","","","","","","",5
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",11
"","","","","","","",-0.99,"","","","","","","",-3.14,"","","","","","","","","","","","",0.84,"","","",3
-0.57,"","","","","","","","","","","","","","","","","","","","","","",-0.49,"","","","","","","","",12
"","","","",0.87,"","","","",-0.85,1.44,"","","","","","","","","","","","","","","","","","","","","",12
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3
"","",-0.3,"","",-1.05,"","","","","","","","","","","","","","","","","","","","","","","","","","",3
"","","","","","","","","","","","","","",-0.01,-2.66,"","","","","",-2.72,"","","","",1.4,"","","","","",5
"","","","","","","","","","","","","","","",0.87,"","","","","","",0.63,"","","","","","","","","",1
"","","","","","","","","","","","","","","","","","","",0.45,"","","","","","","",0.78,"","","","",2
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",13
"","","","","","","","","","",1.02,"",-0.5,"","","","","","","","","","","","","","","","","","",0.9,13
"","","","","",-1.38,"","","",3.89,"","","","","","","","","","","","","","","","","",2.83,"","","","",2
"","","","","","","","",-2.36,"","","","","","","","","","","","",2.66,"","","","","","",-0.14,"","","",6
0.49,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7
"","","","","","","","","","","","","","",4.07,"","","",0.47,"","","","","","","","","","","","","",7
"","","","","","",-0.37,"","","","","","","","","","","","","","","","","","","","","","","","","",0
"","","","","","","","","",1.02,"","","","","","","","","","","","","","","","","","","","","","",4
"","","","","","","","","","","","","","","","",3.37,"","","","","","","","","","","","","","","",11
"","","","","",-0.59,"","","",-0.58,"","","","","","","","","","","","","","","","","","","","","",2.89,4
"","","","","","","","","",-1.71,"",8.08,"","","","","","","","","","","","","","","","","","",2.82,"",6
"","","","","","","","","","",1.28,"","","","","","","","","","","","","","","","","","","","","",5
0.52,"",-0.12,"","","","","","","","","","","","","","","","","","","","","","",-2.46,-0.78,"","","","","",12
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",11
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",12
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1
"","","","","","","","","","","","","","","","","","","","","","",-1.06,0.7,"","","","","","","","",5
"","","","","","","","","","","",1.07,"","","","","","","","","","","","","","","","","","","","",5
"","","","","","","","",-4.29,"","","","","","","","","",-2.53,"","","","","","","","",-0.65,"","","","",5
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",12
"","","","","","","","","",-0.95,"","","","","","","","","","","","","","","","","","","","","","",5
"","","","","",-0.0,"","","","","","","","","","","","","","","","","","","","","","","","","","",0
"","",1.31,"","","","","","","","","","","","","","","","","","","","","","",-1.88,"","","","","","",9
"","",0.67,"","","","",-0.5,"","","","","","","","",-2.42,"","","","","","","","","","","","","","","",13
"","","","","","","","","","","","","","",-0.95,1.42,"","","","","","","","","","","","","","","","",13
"","","","","","","","","","","","","","","","","","",-0.7,"","","","",0.16,"","","","","","","","",7
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",12
"","","","","","","","","","","","","","","","","","","","","","","","",-5.79,"","","","","","","",5
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.43,"","",9
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8
"","",-2.04,"","","",-3.29,"","","","","","","","","","","","","","","","","","","","","","","","","",5
"","","","","","","","","","","","","","","",1.58,"","","",-1.36,"","","","","","","","","","","","",11
"","","","","","","","","","","","","","","","","","","","","",-4.39,"","","","","","","","","","",12
"","","","","","","","","","","","","","","","","","","",0.11,"","","","","","","","","","","","",15
"",2.47,"","",4.81,"","","","","","","","","","","","","","","","","","","","","","","","","","","",8
"","","","","","","","","","","",-4.36,"","","","","","","","","","","","","","","","","","","","",2
"","","","",12.43,"","","","","","","","","","","","","","","","","","","","","","","","","","","",0
"","","","","","","","","","","","","","","","",3.67,"","","","","","","","","","","",-1.68,"","","",2
0.9,"","","","","","","","","","","","","","","","","","","","","","","",3.33,"","","","","",0.69,"",5
"","","","","","","","","","","","","","","","","","","","",-2.28,"","","","","",0.65,"","","","","",3
"","","","","","","","","","","","","","","","","","","","","","","","","","",0.25,"","","","","",7
"","","","","","","","","","","","","","",-0.42,"","","","","",1.23,"","","","","","","","","","","",14
-0.9,"","","","","",-0.69,"","","","","","","","","","","","","","","","","",-1.93,"",-0.44,"","","","","",10
"","","","","","","","","","","","",0.04,"","","","","","","","","","","","","","","","","","","",12
"","","","","","","","","","","","","","","","","","","",0.08,"","","","","","","","","","","","",0
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",15
"","","","","","","","","","","","","","","","","","","","","","","",0.85,"","","","",0.53,"","","",8
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2
"","","","","","","","","","","","","","","",-3.2,"","","","","","","","","","","","","","","","",11
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.73,"","","",11
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10
"","","","","","","","","","","","","","","","","",1.72,"",-1.11,0.81,"","","","","","","","","","","",8
"","","","","","","","",-3.19,"","","","","","","","","","","","","","","","","","","","","","","",13
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3
"","","","","","","","","","","","","","","","","","","","","","","","",3.34,"","","","","","",-3.32,11
"","","","","","",0.47,"","","","","","","","","","","","","",0.86,"","","","","","","","","","","",4
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",9
"","","","","","","","","","","","","","","","","","","","",0.41,"","","","","","","","","","","",8
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",15
"","","","","","","","",3.45,4.72,"","","","","","","","","","","",-3.76,"","","","","","","","","",-4.65,1
"","","","","","","","","","","","","","","","","","",-1.6,"","","","","","","","","","","","","",5
"","","","","","","","","","","","","","","","","","","",-0.28,"","","","","","","","","","","","",7
