"l1","l2","theta1","theta2","phi","Noise_0","Noise_1","Noise_2","Noise_3","Noise_4","Noise_5","Noise_6","Noise_7","Noise_8","Noise_9","Noise_10","Noise_11","Noise_12","Noise_13","Noise_14","Noise_15","Noise_16","Noise_17","Noise_18","Noise_19","Noise_20","Noise_21","Noise_22","Noise_23","Noise_24","target"
"","","","","","","","","","","","","","","","","","","","",0.9805999994277954,"","","","",0.9901000261306763,"","","","",1.3027000427246094
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0200999975204468
"",0.9997000098228455,"","","","","","","","","","","",0.991599977016449,"","","","","","",0.9993000030517578,"","","","","","","","","",1.493499994277954
"","","","","","","",0.9514999985694885,"","","","","","","","","","","","","","","","","","","","","","",0.9340999722480774
"",0.9560999870300293,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.7582000494003296
"","","","","","","","",0.9736999869346619,"","","","","","","","","","","","","","","","","","","","","",0.33869999647140503
"","","","","","","","","","","","","","","",0.9936000108718872,"","","","","","","","","","","","","",0.994700014591217,1.126099944114685
"","","","","","","","","","","","","","","","",0.9513999819755554,"","","","","","","","","","",0.9514999985694885,"","",0.033399999141693115
"","",6.144199848175049,"","","","","","","","","","","","","","","","","","","","","","","","","","","",0.3506999909877777
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.080199956893921
"","","","","","","","","","",0.9884999990463257,"","","","","","","","","","","","","","","","","","","",1.4163999557495117
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.5040000081062317
"","","","","","","","","","","","","","","","","","",0.9782000184059143,"","","",0.9840999841690063,"","","","","","","",0.7955999970436096
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.22190000116825104
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.993399977684021,"",1.0812000036239624
"","","","","","","","","","","","","","","","","","","","","","","","",0.9656000137329102,"","","","","",0.9731000065803528
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.8835999965667725
"","","","","","","","","","","","","","","","","","","","","","","","",0.9775000214576721,"","","","","",1.069200038909912
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.9085999727249146
"","","","","","","","","","","","","","","","","",0.9624999761581421,"","","","","","","",0.9509999752044678,"","",0.9609000086784363,"",0.05480000004172325
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0205999612808228
"","","","","","","","",0.9890999794006348,"","","","","","","","","","","","","","","","","","","","","",1.3624999523162842
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.4113999903202057
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.7656999826431274
"","","","","","","","","","","","","","","","","","","","","","",0.9527999758720398,"","","","","","","",0.8115000128746033
"","","","","","",0.9527999758720398,"","","","","","","","","","","","","","",0.9868999719619751,"","","","","","","","",0.805899977684021
"","","","","","","","","","","","",0.968500018119812,"","","","","","","","","","","","","","","","","",0.26899999380111694
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0257999897003174
"","","","","","","","","","",0.974399983882904,"","","","","","","","","","","","","","","","","","","",0.801800012588501
"","","","","","","","","","","",0.9517999887466431,"","","","","","","","","","","","","","","","","","",0.9337999820709229
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.6769999861717224
"","","","","","","","","","","","",0.9751999974250793,"","","","","","","","","","","","","",0.9682999849319458,"","","",0.6984999775886536
"",0.9513999819755554,"","","","","","","","","","","","",0.9811000227928162,"","","","","","",0.9585999846458435,"","","","","","","","",0.9358000159263611
"","","","","","","","","","","","","","","","","","","","","","","","","","","",0.957099974155426,"","",0.2563000023365021
"","","",6.121500015258789,"","",0.9828000068664551,"","","",0.9973999857902527,"","",0.9671000242233276,"","","","","","","","","","","","","","","","",0.14159999787807465
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.9836000204086304,0.4327000081539154
0.97079998254776,0.9646000266075134,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0394999980926514
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.39160001277923584
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.737500011920929
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.4194999933242798
